Check,ID,Name,Type,Rarity,Drop Category,Character Category
[ ],3066,Nami - Farewell Slap,PSY,4,Normal,Rare Recruit
[ ],3067,Nami - A Welcoming Embrace,PSY,5,Normal,Rare Recruit
[ ],3068,Capone Bege - Invitation to the Tea Party,STR,4,Normal,Rare Recruit
[ ],3069,"Capone ""Gang"" Bege - Assassination Plot at the Tea Party",STR,5,Normal,Rare Recruit
[ ],3070,Germa 66 - Science Military,PSY,5,Normal,Legend
[ ],3071,Germa 66 - Science Military Seeking Revenge,PSY,6,Normal,Legend
[ ],3072,Sweet 3 Generals - Big Mom's Children,STR,5,Normal,Legend
[ ],3073,Sweet 3 Generals - Big Mom's Powerful Children,STR,6,Normal,Legend
[ ],3074,Rebecca - Dance Initiate,STR,4,Limited RR,Rare Recruit
[ ],3075,Rebecca - Dancing Daughter of a Hero,STR,5,Limited RR,Rare Recruit
[ ],3076,Nefeltari Vivi - Dance Initiate,QCK,4,Limited RR,Rare Recruit
[ ],3077,Nefeltari Vivi - Dancing Princess,QCK,5,Limited RR,Rare Recruit
[ ],3079,"Capone ""Gang"" Bege - Immovable Fortress",INT,6+,Normal,Legend
[ ],3085,Perospero - Troublesome Candy,STR,5,Limited RR,Rare Recruit
[ ],3087,Count Niwatori - Feud from Five Years Ago,STR,5,Treasure Map,Rare Recruit
[ ],3088,Mystoms - Mystery Savior,STR,5,Treasure Map,Rare Recruit
[ ],3089,Aladdin - Last Bastion,STR,5,Treasure Map,Rare Recruit
[ ],3095,Franky - The Greatest Transformation of All Time,DEX,5,PvP,Rare Recruit
[ ],3096,Leo & Wicca & Cub,QCK,5,PvP,Rare Recruit
[ ],3097,Sengoku - Former Navy HQ Fleet Admiral,STR,5,Limited RR,Rare Recruit
[ ],3099,Mihawk: Lord of the Night - Happy Spooky Halloween!,INT,5,Normal,Legend
[ ],3100,Mihawk: Lord of the Never-Ending Night - Happy Spooky Halloween!,INT,6,Normal,Legend
[ ],3101,Law: Midnight Doctor - Happy Spooky Halloween!,INT,5,Normal,Legend
[ ],3102,Law: Midnight Lord - Happy Spooky Halloween!,INT,6,Normal,Legend
[ ],3103,Hancock: Midnight Party - Happy Spooky Halloween!,INT,4,Normal,Rare Recruit
[ ],3104,Hancock: Queen of the Midnight Party - Happy Spooky Halloween!,INT,5,Normal,Rare Recruit
[ ],3105,Buggy: Mischievous Jester - Happy Spooky Halloween!,INT,4,Normal,Rare Recruit
[ ],3106,Buggy: Mischievous Jester of Terror - Happy Spooky Halloween!,INT,5,Normal,Rare Recruit
[ ],3112,Sanji: Halloween Dinner - Happy Spooky Halloween!,INT,5,Treasure Map,Rare Recruit
[ ],3113,Chiffon: Sweet Mother - Happy Spooky Halloween!,INT,5,Treasure Map,Rare Recruit
[ ],3114,Big Mom: Sweet Halloween Night - Happy Spooky Halloween!,INT,5,Treasure Map,Rare Recruit
[ ],3117,Shanks: Moon Knight - Happy Spooky Halloween!,INT,5,Normal,Legend
[ ],3118,Shanks: Moon Knight King - Happy Spooky Halloween!,INT,6,Normal,Legend
[ ],3120,Beckman: Evening Respite - Happy Spooky Halloween!,INT,5,Kizuna,Rare Recruit
[ ],3121,Yasopp: Sharpshooter in the Night - Happy Spooky Halloween!,INT,5,Kizuna,Rare Recruit
[ ],3122,Monkey D. Luffy - Captain Carrying On His Brother's Will,STR,5,Limited RR,Rare Recruit
[ ],3123,Nami - Navigator Who Manipulates the Weather,STR,5,Limited RR,Rare Recruit
[ ],3125,Oars - Destructive Power of the Continent Puller,INT,5,PvP,Rare Recruit
[ ],3126,Marco - Detective on the Case,PSY,4,Limited RR,Rare Recruit
[ ],3127,Marco - Blue-Flamed Detective,PSY,5,Limited RR,Rare Recruit
[ ],3128,Portgas D. Ace - Detective on the Case,INT,4,Limited RR,Rare Recruit
[ ],3129,Portgas D. Ace - Scorching Detective,INT,5,Limited RR,Rare Recruit
[ ],3130,Trafalgar Law - Trapped Heart,STR,5,PvP,Rare Recruit
[ ],3134,Kaido VS Big Mom - Emperors in Conflict,VS,5,Normal,Legend
[ ],3135,Kaido VS Big Mom - The Two Threats,VS,6,Normal,Legend
[ ],3136,"King - Animal Kingdom Pirates, Lead Performer",STR,4,Normal,Rare Recruit
[ ],3137,"King the Wildfire - Animal Kingdom Pirates, Lead Performer",STR,5,Normal,Rare Recruit
[ ],3138,"Queen - Animal Kingdom Pirates, Lead Performer",PSY,4,Normal,Rare Recruit
[ ],3139,"Queen the Plague - Animal Kingdom Pirates, Lead Performer",PSY,5,Normal,Rare Recruit
[ ],3140,"Jack - Animal Kingdom Pirates, Lead Performer",INT,4,Normal,Rare Recruit
[ ],3141,"Jack the Drought - Animal Kingdom Pirates, Lead Performer",INT,5,Normal,Rare Recruit
[ ],3146,Luffytaro - Prisoners' Hope,STR,5,Treasure Map,Rare Recruit
[ ],3147,Old Man Hyo,INT,5,Treasure Map,Rare Recruit
[ ],3148,Dobon - Excavation Labor Camp Vice Warden,STR,5,Treasure Map,Rare Recruit
[ ],3149,Bepo & Shachi & Penguin,QCK,5,Kizuna,Rare Recruit
[ ],3151,Trafalgar Law - Troubles Ahead,QCK,5,Kizuna,Rare Recruit
[ ],3152,Zorojuro - Three-Sword Style Ronin,DEX,5,Kizuna,Rare Recruit
[ ],3154,Blackbeard - World Usurping Power,DEX,6+,Normal,Legend
[ ],3158,Soba Mask - Invisible Warrior,DEX,5,PvP,Rare Recruit
[ ],3159,Charlotte Daifuku - Summoning the Genie,INT,5,Support,Rare Recruit
[ ],3160,Caesar Clown - Master of Experiments,STR,5,Support,Rare Recruit
[ ],3161,Shutenmaru - Samurai Who Lost the Chance for a Meaningful Death,STR,5,Support,Rare Recruit
[ ],3162,Gecko Moria - Lord of Shadows,INT,5,Support,Rare Recruit
[ ],3163,Vivi & Rebecca - Joyous Dinner Party,Dual,5,Normal,Legend
[ ],3164,Vivi & Rebecca - Joyous White Christmas,Dual,6,Normal,Legend
[ ],3165,Shirahoshi & Mansherry - Blissful Gift Exchange,Dual,5,Normal,Legend
[ ],3166,Shirahoshi & Mansherry - Christmas Tree Decorated by Two,Dual,6,Normal,Legend
[ ],3167,Neptune - Santa Claus Getting Ready,QCK,4,Normal,Rare Recruit
[ ],3168,Neptune - Fully-Prepared Santa Claus,QCK,5,Normal,Rare Recruit
[ ],3169,Leo - Warrior Anticipating the Party,DEX,4,Normal,Rare Recruit
[ ],3170,Leo - Warrior Watching Over the Party,DEX,5,Normal,Rare Recruit
[ ],3174,Kozuki Oden,STR,5,Limited RR,Legend
[ ],3175,Kozuki Oden - Heir to the Shogun of Wano,STR,6,Limited RR,Legend
[ ],3176,Gol D. Roger,PSY,5,Limited RR,Legend
[ ],3177,Gol D. Roger - Captain of the Roger Pirates,PSY,6,Limited RR,Legend
[ ],3178,Dogstorm - Country-Protecting King of the Day,STR,4,Normal,Rare Recruit
[ ],3179,Dogstorm - Drought-Repelling King of the Day,STR,5,Normal,Rare Recruit
[ ],3180,Cat Viper - Country-Protecting King of the Night,STR,4,Normal,Rare Recruit
[ ],3181,Cat Viper - Drought-Repelling King of the Night,STR,5,Normal,Rare Recruit
[ ],3182,Crocus - Lighthouse Keeper,PSY,4,Normal,Rare Recruit
[ ],3183,Crocus - Waiting at the Cape to Fulfill a Promise,PSY,5,Normal,Rare Recruit
[ ],3184,Rayleigh - Old Soldier at the Auction House,PSY,4,Normal,Rare Recruit
[ ],3185,Dark King Rayleigh - Unexpected Ambush,PSY,5,Normal,Rare Recruit
[ ],3190,Monkey D. Luffy - Delinquent Kids' Christmas,QCK,5,Treasure Map,Rare Recruit
[ ],3191,Ace - Delinquent Kids' Christmas,DEX,5,Treasure Map,Rare Recruit
[ ],3192,Sabo - Delinquent Kids' Christmas,PSY,5,Treasure Map,Rare Recruit
[ ],3198,"Franky - Number 7, the Wish Fulfiller",QCK,5,Limited RR,Rare Recruit
[ ],3199,"Brook - Number 8, the Promise Keeper",INT,5,Limited RR,Rare Recruit
[ ],3200,Nico Robin - Blooming Beauty,QCK,5,Support,Rare Recruit
[ ],3201,Tony Tony Chopper - Becoming the Miracle Cure,QCK,5,Support,Rare Recruit
[ ],3202,Roronoa Zoro - Cage-Escaping Black Blade,INT,6+,Normal,Legend
[ ],3203,Sanji & Pudding - Exciting Collaboration,Dual,5,Kizuna,Legend
[ ],3204,Sanji & Pudding - Done! A Special Cake!,Dual,6,Kizuna,Legend
[ ],3205,"Charlotte Chiffon - For My Family, With Love",QCK,5,Kizuna,Rare Recruit
[ ],3206,Cavendish - Nobleman of Love,DEX,5,PvP,Rare Recruit
[ ],3211,Sanji - Joy-Giving Wedding Cake,PSY,6+,Normal,Legend
[ ],3212,Carrot - Carrot-Carrying Rabbit,DEX,5,Kizuna,Rare Recruit
[ ],3214,Sangoro - Beauty Before One's Very Eyes,PSY,5,Treasure Map,Rare Recruit
[ ],3215,Franosuke - Beauty Before One's Very Eyes,PSY,5,Treasure Map,Rare Recruit
[ ],3216,Usohachi - Beauty Before One's Very Eyes,STR,5,Treasure Map,Rare Recruit
[ ],3218,Koala - Treasure-Hunting Bandit,PSY,4,Limited RR,Rare Recruit
[ ],3219,Koala - Brilliant Bandit in the Shadows,PSY,5,Limited RR,Rare Recruit
[ ],3220,Sabo - Treasure-Hunting Bandit,STR,4,Limited RR,Rare Recruit
[ ],3221,Sabo - Dynamic Head-On Bandit,STR,5,Limited RR,Rare Recruit
[ ],3224,Zorojuro - Swordsman Missing a Katana,DEX,5,Normal,Legend
[ ],3225,Zorojuro - Fearsome Ronin,DEX,6,Normal,Legend
[ ],3226,Kaido - Imposing Emperor,QCK,5,Normal,Legend
[ ],3227,Kaido - Destructive Club,QCK,6,Normal,Legend
[ ],3228,Kamazo,QCK,4,Normal,Rare Recruit
[ ],3229,Hitokiri Kamazo - Assassin of Orochi,QCK,5,Normal,Rare Recruit
[ ],3230,Gyukimaru - Warrior-Monk Waiting for an Opening,DEX,4,Normal,Rare Recruit
[ ],3231,Gyukimaru - Warrior-Monk Reminiscing,DEX,5,Normal,Rare Recruit
[ ],3236,Olin - Emperor with Amnesia,QCK,5,Treasure Map,Rare Recruit
[ ],3237,Chopperemon - Shocking Encounter,DEX,5,Treasure Map,Rare Recruit
[ ],3238,Otama - Unrelenting Advance,DEX,5,Treasure Map,Rare Recruit
[ ],3240,Hawk Eyes Mihawk - Teachings of the Greatest Swordsman in the World,DEX,6+,Normal,Legend
[ ],3242,Perospero - Candy Entering Enemy Territory,INT,5,Kizuna,Rare Recruit
[ ],3243,Toy Soldier & Rebecca,PSY,5,PvP,Rare Recruit
[ ],3244,Eneru - Kami Who Controls Through Fear,PSY,5,PvP,Legend
[ ],3245,Kami Eneru - Overwhelming Power of the Kami,PSY,6,PvP,Legend
[ ],3246,Boa Hancock - Pursued Former Seven Warlords of the Sea,STR,5,Limited RR,Rare Recruit
[ ],3248,Buggy - Pursued Former Seven Warlords of the Sea,QCK,5,Limited RR,Rare Recruit
[ ],3249,Dracule Mihawk - Pursued Former Seven Warlords of the Sea,DEX,5,Limited RR,Rare Recruit
[ ],3252,Ace VS Akainu - Fire and Magma,VS,5,Normal,Legend
[ ],3253,Ace VS Akainu - Clashing Explosion,VS,6,Normal,Legend
[ ],3254,Jozu - Diamond Body,STR,4,Normal,Rare Recruit
[ ],3255,Diamond Jozu - Withstanding the World's Strongest Slash,STR,5,Normal,Rare Recruit
[ ],3256,Monkey D. Luffy - Rookie Joining the Fray,STR,4,Normal,Rare Recruit
[ ],3257,Monkey D. Luffy - Saving His Older Brother,STR,5,Normal,Rare Recruit
[ ],3258,Aokiji - Navy HQ Admiral's Composure,QCK,4,Normal,Rare Recruit
[ ],3259,Kuzan - Quake-Hindering Ice,QCK,5,Normal,Rare Recruit
[ ],3260,Sengoku - Last Bastion,QCK,4,Normal,Rare Recruit
[ ],3261,Buddha Sengoku - Cunning Officer on the Move,QCK,5,Normal,Rare Recruit
[ ],3265,Mr. 1 & Miss Doublefinger,STR,5,Support,Rare Recruit
[ ],3266,Mr. 3 & Miss Goldenweek,QCK,5,Support,Rare Recruit
[ ],3267,Mr. 4 & Miss Merry Christmas,QCK,5,Support,Rare Recruit
[ ],3268,Mr. 5 & Miss Valentine,STR,5,Support,Rare Recruit
[ ],3270,Kizaru - Justice Confronting Evil,QCK,5,Treasure Map,Rare Recruit
[ ],3271,Monkey D. Garp - Between Evil and Justice,STR,5,Treasure Map,Rare Recruit
[ ],3272,Onigumo - Justice Confronting Evil,QCK,5,Treasure Map,Rare Recruit
[ ],3274,Crocodile - Sand Entering the Battlefield,DEX,5,Kizuna,Rare Recruit
[ ],3275,Onami - Alluring Ninja,QCK,6+,Normal,Legend
[ ],3277,Magellan - Terrifying Poison,QCK,5,Normal,Legend
[ ],3278,Magellan - Hope-Destroying Venom,QCK,6,Normal,Legend
[ ],3279,Marshall D. Teach - Overwhelming Two Powers,Dual,5,Normal,Legend
[ ],3280,Blackbeard - Overwhelming Two Powers,Dual,6,Normal,Legend
[ ],3281,Gecko Moria - Return of the Lord of Shadows,INT,5,Normal,Legend
[ ],3282,Gecko Moria - Relentless Nightmare,INT,6,Normal,Legend
[ ],3283,Avalo Pizarro,PSY,5,Normal,Rare Recruit
[ ],3284,Catarina Devon,INT,5,Normal,Rare Recruit
[ ],3292,Shiryu - Traitorous Head Jailer,QCK,5,PvP,Rare Recruit
[ ],3294,Van Ogre - Unmatched Sniper,INT,5,Treasure Map,Rare Recruit
[ ],3295,Doc Q - Lucky Man,PSY,5,Treasure Map,Rare Recruit
[ ],3296,Lafitte - Fifth Ship Captain of the Blackbeard Pirates,PSY,5,Treasure Map,Rare Recruit
[ ],3298,Charlotte Cracker - Terror of Infinite Biscuits,QCK,6+,Normal,Legend
[ ],3299,Firetank Pirates - Familial Bonds,Dual,5,Kizuna,Legend
[ ],3300,Firetank Pirates - Gang Protecting His Family,Dual,6,Kizuna,Legend
[ ],3301,Vinsmoke Judge - Electrifying Garuda,DEX,5,Kizuna,Rare Recruit
[ ],3302,Brook - Soul King's Hidden Strength,INT,5,Kizuna,Rare Recruit
[ ],3306,Jewelry Bonney - Big Eater Joining the Fray,INT,5,Normal,Legend
[ ],3307,Jewelry Bonney - Full Control of Age,INT,6,Normal,Legend
[ ],3308,Scratchmen Apoo - Worst Generation's Alliance Talks,DEX,5,Normal,Rare Recruit
[ ],3309,Basil Hawkins - Worst Generation's Alliance Talks,INT,5,Normal,Rare Recruit
[ ],3310,X Drake - Red Flag Remembering the Past,INT,5,Normal,Rare Recruit
[ ],3328,Smoker - Striking a Warlord of the Sea,INT,5,PvP,Rare Recruit
[ ],3333,Monkey D. Luffy - Pirate Within the Storm,QCK,5,Super Sugo,Legend
[ ],3334,Monkey D. Luffy - Competing Captains,QCK,6,Super Sugo,Legend
[ ],3335,Trafalgar Law - Pirate Within the Storm,DEX,5,Super Sugo,Legend
[ ],3336,Trafalgar Law - Competing Captains,DEX,6,Super Sugo,Legend
[ ],3337,Eustass Kid - Pirate Within the Storm,STR,5,Super Sugo,Legend
[ ],3338,"Eustass ""Captain"" Kid - Competing Captains",STR,6,Super Sugo,Legend
[ ],3340,Reiju - Celebrate the Fabulous Cruise,STR,5,Limited RR,Rare Recruit
[ ],3341,Shirahoshi - Celebrate the Fabulous Cruise,DEX,5,Limited RR,Rare Recruit
[ ],3342,Rebecca - Celebrate the Fabulous Cruise,QCK,5,Limited RR,Rare Recruit
[ ],3343,Killer - Pirate Within the Storm,QCK,5,Normal,Rare Recruit
[ ],3344,Roronoa Zoro - Pirate Within the Storm,QCK,5,Normal,Rare Recruit
[ ],3345,Jinbe - Straw Hat Pirates' Helmsman,STR,5,Normal,Rare Recruit
[ ],3348,Ace & Sabo - Brothers in Kimono,Dual,5,Kizuna,Legend
[ ],3349,Ace & Sabo - Raging Flame and Dragon,Dual,6,Kizuna,Legend
[ ],3350,Komurasaki - Oiran's Finale,INT,6+,Normal,Legend
[ ],3354,Whitebeard VS Shanks - Discussion of the Emperors,VS,5,Normal,Legend
[ ],3355,Whitebeard VS Shanks - Broken Negotiation,VS,6,Normal,Legend
[ ],3356,Marco - Flame of Passion and Healing,INT,5,Normal,Legend
[ ],3357,Marco - Sky Soaring Phoenix,INT,6,Normal,Legend
[ ],3358,Ben Beckman - First Mate's Repose,PSY,5,Normal,Rare Recruit
[ ],3359,Vista - Advancing Flower Sword,INT,5,Normal,Rare Recruit
[ ],3360,Rockstar - Red-Hair Pirates (Newcomer),PSY,5,Normal,Rare Recruit
[ ],3362,General Cracker - True Identity of the Hardened Warrior,STR,5,PvP,Rare Recruit
[ ],3363,Sanji - MUGIWARA 56,PSY,5,Treasure Map,Legend
[ ],3364,Sanji - Blue Suit Cook,PSY,6,Treasure Map,Legend
[ ],3365,Monkey D. Luffy - MUGIWARA 56,PSY,5,Treasure Map,Rare Recruit
[ ],3366,Tony Tony Chopper - MUGIWARA 56,PSY,5,Treasure Map,Rare Recruit
[ ],3367,Nami - MUGIWARA 56,PSY,5,Treasure Map,Rare Recruit
[ ],3369,Germa 66 - True Power of Science,PSY,6+,Normal,Legend
[ ],3370,Nico Robin - MUGIWARA 56,PSY,5,Kizuna,Rare Recruit
[ ],3371,Usopp - MUGIWARA 56,PSY,5,Kizuna,Rare Recruit
[ ],3372,Franky - MUGIWARA 56,PSY,5,Kizuna,Rare Recruit
[ ],3375,King - Soaring Pteranodon,QCK,5,Normal,Legend
[ ],3376,King the Wildfire - Soaring Pteranodon,QCK,6,Normal,Legend
[ ],3377,Queen - Super Heavyweight Class Brachiosaurus,DEX,5,Normal,Legend
[ ],3378,Queen the Plague - Super Heavyweight Class Brachiosaurus,DEX,6,Normal,Legend
[ ],3380,Kurozumi Kanjuro - Traitorous Samurai,QCK,5,Normal,Rare Recruit
[ ],3381,Orochi - Imperturbable Shogun,DEX,5,Normal,Rare Recruit
[ ],3386,Kikunojo - Akazaya Samurai,QCK,5,Treasure Map,Rare Recruit
[ ],3387,Raizo - Akazaya Samurai,DEX,5,Treasure Map,Rare Recruit
[ ],3388,Kawamatsu - Akazaya Samurai,QCK,5,Treasure Map,Rare Recruit
[ ],3390,Toki & Momonosuke & Hiyori,STR,5,Kizuna,Legend
[ ],3391,Toki & Momonosuke & Hiyori - Entrusted Future,STR,6,Kizuna,Legend
[ ],3392,Kin'emon - Confronting the Betrayer,STR,5,Kizuna,Rare Recruit
[ ],3393,Sabo - Inherited Red Flame,DEX,6+,Normal,Legend
[ ],3395,Gaban,PSY,5,PvP,Rare Recruit
[ ],3398,Straw Hat Pirates - ONE PIECE 1000 LOGS,PSY,6,Normal,Legend
[ ],3402,Reiju - Summer Night Vacation,INT,5,Normal,Legend
[ ],3403,Reiju - Poolside Butterfly at Night,INT,6,Normal,Legend
[ ],3404,Vivi - Summer Night Vacation,STR,5,Normal,Legend
[ ],3405,Vivi - Poolside Flower at Night,STR,6,Normal,Legend
[ ],3406,Belo Betty - Summer Night Vacation,INT,5,Normal,Rare Recruit
[ ],3407,Koala - Summer Night Vacation,STR,5,Normal,Rare Recruit
[ ],3409,Gecko Moria - Man who Controls the Shadows,DEX,5,PvP,Rare Recruit
[ ],3410,Kizaru - A Light Shining Over Absolute Justice,DEX,5,PvP,Legend
[ ],3411,Borsalino - A Light Shining Over Absolute Justice,DEX,6,PvP,Legend
[ ],3412,Tashigi - Captain Watching the Summer Festival,STR,5,Treasure Map,Rare Recruit
[ ],3413,Makino - Proprietor Running the Summer Festival,STR,5,Treasure Map,Rare Recruit
[ ],3414,Hina - Black Cage Watching the Summer Festival,INT,5,Treasure Map,Rare Recruit
[ ],3417,Carrot - Sulong Smiling in the Moonlight,QCK,6+,Normal,Legend
[ ],3418,Mr. 2 Bon Clay - Kama Twirling Through Hell,STR,5,Kizuna,Rare Recruit
[ ],3421,Rob Lucci - CP-0 on Guard Duty,DEX,5,Normal,Legend
[ ],3422,Rob Lucci - Full-Force Blow,DEX,6,Normal,Legend
[ ],3423,Kaku - CP-0 on Guard Duty,DEX,5,Normal,Rare Recruit
[ ],3424,Stussy - CP-0 on Guard Duty,DEX,5,Normal,Rare Recruit
[ ],3426,Bartholomew Kuma - All Repelling Paws,STR,5,PvP,Legend
[ ],3427,Bartholomew Kuma - Destination of the Repel,STR,6,PvP,Legend
[ ],3428,Arlong - Threat of Fish-Men,STR,5,PvP,Rare Recruit
[ ],3429,Yamato,INT,6,Super Sugo,Legend
[ ],3430,Yamato - Son of Kaido,PSY,6+,Super Sugo,Legend
[ ],3431,Sasaki - Tobi Roppo Assembled,DEX,5,Normal,Rare Recruit
[ ],3432,Ulti & Page One,Dual,5,Normal,Legend
[ ],3433,Ulti & Page One - Engaging a Dangerous Opponent,Dual,6,Normal,Legend
[ ],3434,Black Maria - Tobi Roppo Assembled,QCK,5,Normal,Rare Recruit
[ ],3435,Who's-Who - Tobi Roppo Assembled,INT,5,Normal,Rare Recruit
[ ],3439,Roronoa Zoro - Swordsman in Disguise,DEX,5,Treasure Map,Rare Recruit
[ ],3440,Sanji - Cook in Disguise,INT,5,Treasure Map,Rare Recruit
[ ],3441,Nami - Navigator in Disguise,DEX,5,Treasure Map,Rare Recruit
[ ],3442,Brook - Musician in Disguise,INT,5,Treasure Map,Rare Recruit
[ ],3445,Nico Robin - Archeologist in Disguise,INT,5,Kizuna,Rare Recruit
[ ],3446,Chopper & Usopp - Ship Doctor and Sniper in Disguise,DEX,5,Kizuna,Rare Recruit
[ ],3447,Franky - Shipwright in Disguise,DEX,5,Kizuna,Rare Recruit
[ ],3448,Jack - Blasting Mammoth,STR,6+,Normal,Legend
[ ],3451,Hancock: Flirtatious Halloween - Night of Halloween,QCK,5,Normal,Legend
[ ],3452,Hancock: Sweet Flirtatious Halloween - Night of Halloween,QCK,6,Normal,Legend
[ ],3453,Perona: Halloween Princess - Night of Halloween,INT,5,Normal,Legend
[ ],3454,Perona: Halloween Ghost Princess - Night of Halloween,INT,6,Normal,Legend
[ ],3455,Shirahoshi: Ocean Halloween Party - Night of Halloween,INT,5,Normal,Rare Recruit
[ ],3456,Bonney: Halloween Buffet Banquet - Night of Halloween,QCK,5,Normal,Rare Recruit
[ ],3458,Smoothie - Sweet General Blocking the Path,PSY,5,PvP,Rare Recruit
[ ],3459,Streusen - Chef Who Leads a Life of Fluff,PSY,5,PvP,Rare Recruit
[ ],3461,Koala: Halloween Night Party - Night of Halloween,DEX,5,Treasure Map,Legend
[ ],3462,Koala: Rowdy Halloween Party - Night of Halloween,DEX,6,Treasure Map,Legend
[ ],3463,Karasu: Halloween Crow - Night of Halloween,INT,5,Treasure Map,Rare Recruit
[ ],3464,Morley: Zombie-Filled Halloween Night - Night of Halloween,DEX,5,Treasure Map,Rare Recruit
[ ],3465,Dracule Mihawk - Unreachable Strength,INT,5,Support,Rare Recruit
[ ],3468,Viola: Halloween Dance Party - Night of Halloween,STR,5,Kizuna,Rare Recruit
[ ],3469,Charlotte Pudding - After Bidding Farewell,INT,6+,Normal,Legend
[ ],3471,Donquixote Doflamingo - Clash of the Color of Conqueror,STR,5,Normal,Legend
[ ],3472,Donquixote Doflamingo - Condemnation of the God,STR,6,Normal,Legend
[ ],3473,Charlotte Katakuri - Taking Head-On Against the Mighty Foe,QCK,5,Normal,Legend
[ ],3474,Charlotte Katakuri - Decisive Strike,QCK,6,Normal,Legend
[ ],3475,Caesar Clown - No Oxygen Hell,STR,5,Normal,Rare Recruit
[ ],3476,Hody Jones - Threat of the Fish-Man,QCK,5,Normal,Rare Recruit
[ ],3480,Coby - Young Man Rising Through the Ranks,STR,5,PvP,Rare Recruit
[ ],3482,Sir Crocodile - He Who Forgives Everything,DEX,5,Treasure Map,Legend
[ ],3483,Sir Crocodile - Ruler of the Kingdom of Sand,DEX,6,Treasure Map,Legend
[ ],3484,Rob Lucci - Six Powers Taken to the Extreme,QCK,5,Treasure Map,Rare Recruit
[ ],3485,Kami Eneru - Omnipotent Kami of Lightning,DEX,5,Treasure Map,Rare Recruit
[ ],3487,Buggy - Battle at Orange Town,STR,5,Kizuna,Rare Recruit
[ ],3488,Captain Kuro of the Thousand Plans - Battle on the Hill,QCK,5,Kizuna,Rare Recruit
[ ],3492,Nami & Usopp - Preparation for a Grand Battle,Dual,5,Normal,Legend
[ ],3493,Nami & Usopp - Climate Control and Sniping Combined,Dual,6,Normal,Legend
[ ],3494,Robin & Jinbe - Archaeologist and Helmsman,Dual,5,Normal,Legend
[ ],3495,Robin & Jinbe - Steadfast Duo,Dual,6,Normal,Legend
[ ],3496,Shinobu & Momonosuke - Death-Risking Rescue,DEX,5,Normal,Rare Recruit
[ ],3497,Soba Mask - Vanishing Warrior,STR,5,Normal,Rare Recruit
[ ],3500,Portgas D. Ace - Waiting on the High Seas,STR,5,Support,Rare Recruit
[ ],3501,Ohm - Fierce Aerial Fight,INT,5,PvP,Rare Recruit
[ ],3502,Kin'emon - With His Liege,STR,5,Treasure Map,Rare Recruit
[ ],3503,Denjiro - With His Liege,STR,5,Treasure Map,Rare Recruit
[ ],3504,Otsuru - Waitress,DEX,5,Treasure Map,Rare Recruit
[ ],3507,Kaido & Lead Performers - Animal Kingdom Pirates,Dual,5,Kizuna,Legend
[ ],3508,Kaido & Lead Performers - Greatest Army in the World,Dual,6,Kizuna,Legend
[ ],3509,Orochi - Irate Shogun,QCK,5,Kizuna,Rare Recruit
[ ],3510,Brook - Thunder Cloud Slicing Soul King,DEX,6+,Normal,Legend
[ ],3512,Roger & Newgate - Confrontation of the Mighty,Dual,5,Super Sugo,Legend
[ ],3513,Roger & Newgate - Clash of the Mighty,Dual,6,Super Sugo,Legend
[ ],3514,Luffy & Straw Hat Pirates - Advancing Pirates,Dual,5,Super Sugo,Legend
[ ],3515,Luffy & Straw Hat Pirates - Start of a Full-Scale War,Dual,6,Super Sugo,Legend
[ ],3516,Shanks & Buggy,INT,5,Normal,Rare Recruit
[ ],3517,Rayleigh & Gaban,PSY,5,Normal,Rare Recruit
[ ],3519,Kozuki Oden - Samurai Challenging the Dragon,STR,6+,Super Sugo,Legend
[ ],3521,Groggy Monsters,QCK,5,PvP,Rare Recruit
[ ],3522,Mr. 2 Bon Clay - Oh Come My Way in Bloom,PSY,5,Treasure Map,Legend
[ ],3523,Mr. 2 Bon Clay - Friend of the Straw Hats,PSY,6,Treasure Map,Legend
[ ],3524,Caesar Clown - Ruler of the Land of the Dead,INT,5,Treasure Map,Rare Recruit
[ ],3525,Emporio Ivankov - Surprising Entrance,PSY,5,Treasure Map,Rare Recruit
[ ],3528,Portgas D. Ace - Memories of the Land of Wano,STR,5,Kizuna,Rare Recruit
[ ],3529,Marco - Azure Bird Arriving in Wano,QCK,5,Kizuna,Rare Recruit
[ ],3530,Sabo - Cups of the Three Brothers,DEX,5,Support,Rare Recruit
[ ],3533,Dogstorm - Sulong Challenging the Dragon,DEX,5,Normal,Legend
[ ],3534,Dogstorm - Flash in the Moonlit Night,DEX,6,Normal,Legend
[ ],3535,Cat Viper - Sulong Challenging the Dragon,DEX,5,Normal,Legend
[ ],3536,Cat Viper - Vicious Sulong in the Moonlight,DEX,6,Normal,Legend
[ ],3537,Roddy & BB - Guardian Sulongs,DEX,5,Normal,Rare Recruit
[ ],3538,Dogstorm Three Musketeers - Guardian Sulongs,DEX,5,Normal,Rare Recruit
[ ],3541,Dalton - Raging Bison,DEX,5,PvP,Rare Recruit
[ ],3542,Carrot & Wanda - Beautiful Sulongs,Dual,5,Treasure Map,Legend
[ ],3543,Carrot & Wanda - Sulongs Seeking Revenge,Dual,6,Treasure Map,Legend
[ ],3544,Pedro - For the Dawn,QCK,5,Treasure Map,Rare Recruit
[ ],3545,Pekoms - Rampaging Sulong,STR,5,Treasure Map,Rare Recruit
[ ],3548,Miyagi & Tristan,QCK,5,Kizuna,Rare Recruit
